seed,requested_fraction_of_development_train,n_real,percent_of_total_75,mAb_id
0,0.7,36,48.0,VIS_014
0,0.7,36,48.0,VIS_015
0,0.7,36,48.0,VIS_016
0,0.7,36,48.0,VIS_017
0,0.7,36,48.0,VIS_018
0,0.7,36,48.0,VIS_020
0,0.7,36,48.0,VIS_022
0,0.7,36,48.0,VIS_025
0,0.7,36,48.0,VIS_026
0,0.7,36,48.0,VIS_027
0,0.7,36,48.0,VIS_028
0,0.7,36,48.0,VIS_029
0,0.7,36,48.0,VIS_030
0,0.7,36,48.0,VIS_031
0,0.7,36,48.0,VIS_032
0,0.7,36,48.0,VIS_033
0,0.7,36,48.0,VIS_034
0,0.7,36,48.0,VIS_035
0,0.7,36,48.0,VIS_037
0,0.7,36,48.0,VIS_038
0,0.7,36,48.0,VIS_040
0,0.7,36,48.0,VIS_041
0,0.7,36,48.0,VIS_042
0,0.7,36,48.0,VIS_043
0,0.7,36,48.0,VIS_045
0,0.7,36,48.0,VIS_049
0,0.7,36,48.0,VIS_050
0,0.7,36,48.0,VIS_051
0,0.8,42,56.0,VIS_001
0,0.8,42,56.0,VIS_002
0,0.8,42,56.0,VIS_004
0,0.8,42,56.0,VIS_005
0,0.8,42,56.0,VIS_006
0,0.8,42,56.0,VIS_007
0,0.8,42,56.0,VIS_008
0,0.8,42,56.0,VIS_010
0,0.8,42,56.0,VIS_011
0,0.8,42,56.0,VIS_012
0,0.8,42,56.0,VIS_013
0,0.8,42,56.0,VIS_014
0,0.8,42,56.0,VIS_015
0,0.8,42,56.0,VIS_016
0,0.8,42,56.0,VIS_017
0,0.8,42,56.0,VIS_018
0,0.8,42,56.0,VIS_020
0,0.8,42,56.0,VIS_022
0,0.8,42,56.0,VIS_023
0,0.8,42,56.0,VIS_024
0,0.8,42,56.0,VIS_025
0,0.8,42,56.0,VIS_026
0,0.8,42,56.0,VIS_027
0,0.8,42,56.0,VIS_028
0,0.8,42,56.0,VIS_029
0,0.8,42,56.0,VIS_030
0,0.8,42,56.0,VIS_031
0,0.8,42,56.0,VIS_032
0,0.8,42,56.0,VIS_033
0,0.8,42,56.0,VIS_034
0,0.8,42,56.0,VIS_035
0,0.8,42,56.0,VIS_037
0,0.8,42,56.0,VIS_038
0,0.8,42,56.0,VIS_040
0,0.8,42,56.0,VIS_041
0,0.8,42,56.0,VIS_042
0,0.8,42,56.0,VIS_043
0,0.8,42,56.0,VIS_045
0,0.8,42,56.0,VIS_046
0,0.8,42,56.0,VIS_049
0,0.8,42,56.0,VIS_050
0,0.8,42,56.0,VIS_051
0,0.9,47,62.666666666666664,VIS_001
0,0.9,47,62.666666666666664,VIS_002
0,0.9,47,62.666666666666664,VIS_004
0,0.9,47,62.666666666666664,VIS_005
0,0.9,47,62.666666666666664,VIS_006
0,0.9,47,62.666666666666664,VIS_007
0,0.9,47,62.666666666666664,VIS_008
0,0.9,47,62.666666666666664,VIS_009
0,0.9,47,62.666666666666664,VIS_010
0,0.9,47,62.666666666666664,VIS_011
0,0.9,47,62.666666666666664,VIS_012
0,0.9,47,62.666666666666664,VIS_013
0,0.9,47,62.666666666666664,VIS_014
0,0.9,47,62.666666666666664,VIS_015
0,0.9,47,62.666666666666664,VIS_016
0,0.9,47,62.666666666666664,VIS_017
0,0.9,47,62.666666666666664,VIS_018
0,0.9,47,62.666666666666664,VIS_019
0,0.9,47,62.666666666666664,VIS_020
0,0.9,47,62.666666666666664,VIS_021
0,0.9,47,62.666666666666664,VIS_022
0,0.9,47,62.666666666666664,VIS_023
0,0.9,47,62.666666666666664,VIS_024
0,0.9,47,62.666666666666664,VIS_025
0,0.9,47,62.666666666666664,VIS_026
0,0.9,47,62.666666666666664,VIS_027
0,0.9,47,62.666666666666664,VIS_028
0,0.9,47,62.666666666666664,VIS_029
0,0.9,47,62.666666666666664,VIS_030
0,0.9,47,62.666666666666664,VIS_031
0,0.9,47,62.666666666666664,VIS_032
0,0.9,47,62.666666666666664,VIS_033
0,0.9,47,62.666666666666664,VIS_034
0,0.9,47,62.666666666666664,VIS_035
0,0.9,47,62.666666666666664,VIS_036
0,0.9,47,62.666666666666664,VIS_037
0,0.9,47,62.666666666666664,VIS_038
0,0.9,47,62.666666666666664,VIS_039
0,0.9,47,62.666666666666664,VIS_040
0,0.9,47,62.666666666666664,VIS_041
0,0.9,47,62.666666666666664,VIS_042
0,0.9,47,62.666666666666664,VIS_043
0,0.9,47,62.666666666666664,VIS_045
0,0.9,47,62.666666666666664,VIS_046
0,0.9,47,62.666666666666664,VIS_049
0,0.9,47,62.666666666666664,VIS_050
0,0.9,47,62.666666666666664,VIS_051
0,1.0,52,69.33333333333333,VIS_000
0,1.0,52,69.33333333333333,VIS_001
0,1.0,52,69.33333333333333,VIS_002
0,1.0,52,69.33333333333333,VIS_003
0,1.0,52,69.33333333333333,VIS_004
0,1.0,52,69.33333333333333,VIS_005
0,1.0,52,69.33333333333333,VIS_006
0,1.0,52,69.33333333333333,VIS_007
0,1.0,52,69.33333333333333,VIS_008
0,1.0,52,69.33333333333333,VIS_009
0,1.0,52,69.33333333333333,VIS_010
0,1.0,52,69.33333333333333,VIS_011
0,1.0,52,69.33333333333333,VIS_012
0,1.0,52,69.33333333333333,VIS_013
0,1.0,52,69.33333333333333,VIS_014
0,1.0,52,69.33333333333333,VIS_015
0,1.0,52,69.33333333333333,VIS_016
0,1.0,52,69.33333333333333,VIS_017
0,1.0,52,69.33333333333333,VIS_018
0,1.0,52,69.33333333333333,VIS_019
0,1.0,52,69.33333333333333,VIS_020
0,1.0,52,69.33333333333333,VIS_021
0,1.0,52,69.33333333333333,VIS_022
0,1.0,52,69.33333333333333,VIS_023
0,1.0,52,69.33333333333333,VIS_024
0,1.0,52,69.33333333333333,VIS_025
0,1.0,52,69.33333333333333,VIS_026
0,1.0,52,69.33333333333333,VIS_027
0,1.0,52,69.33333333333333,VIS_028
0,1.0,52,69.33333333333333,VIS_029
0,1.0,52,69.33333333333333,VIS_030
0,1.0,52,69.33333333333333,VIS_031
0,1.0,52,69.33333333333333,VIS_032
0,1.0,52,69.33333333333333,VIS_033
0,1.0,52,69.33333333333333,VIS_034
0,1.0,52,69.33333333333333,VIS_035
0,1.0,52,69.33333333333333,VIS_036
0,1.0,52,69.33333333333333,VIS_037
0,1.0,52,69.33333333333333,VIS_038
0,1.0,52,69.33333333333333,VIS_039
0,1.0,52,69.33333333333333,VIS_040
0,1.0,52,69.33333333333333,VIS_041
0,1.0,52,69.33333333333333,VIS_042
0,1.0,52,69.33333333333333,VIS_043
0,1.0,52,69.33333333333333,VIS_044
0,1.0,52,69.33333333333333,VIS_045
0,1.0,52,69.33333333333333,VIS_046
0,1.0,52,69.33333333333333,VIS_047
0,1.0,52,69.33333333333333,VIS_048
0,1.0,52,69.33333333333333,VIS_049
0,1.0,52,69.33333333333333,VIS_050
0,1.0,52,69.33333333333333,VIS_051
